population,deltaAge
aInnY-LHm,-2.60
aInnY-LHm,4.93
aInnY-LHm,-2.10
aInnY-LHm,4.05
aInnY-LHm,5.58
aInnY-LHm,2.32
aInnY-LHm,2.37
aInnY-LHm,-2.05
aInnY-LHm,-1.90
aInnY-LHm,2.42
aInnY-LHm,1.10
aInnY-LHm,0.90
aInnY-LHm,-2.30
aInnY-LHm,-2.34
aInnY-LHm,1.74
aInnY-LHm,2.32
aInnY-LHm,-0.11
aInnY-LHm,0.29
aInnY-LHm,1.03
aInnY-LHm,0.73
aInnY-LHm,3.35
aInnY-LHm,0.38
aInnY-LHm,2.34
aInnY-LHm,1.57
aInnY-LHm,-3.14
aInnY-LHm,-0.07
aInnY-LHm,-1.29
aInnY-LHm,1.24
aInnY-LHm,2.84
aInnY-LHm,2.18
aInnY-LHm,-2.94
aInnY-LHm,-2.47
aInnY-LHm,-1.15
aInnY-LHm,-0.46
aInnY-LHm,-0.62
aInnY-LHm,0.96
aInnY-LHm,-5.02
aInnY-LHm,0.50
aInnY-LHm,-0.72
aInnY-LHm,-3.78
aInnY-LHm,1.96
aInnY-LHm,-0.65
aInnY-LHm,0.33
aInnY-LHm,4.52
aInnY-LHm,2.01
aInnY-LHm,-0.49
aInnY-LHm,3.62
aInnY-LHm,3.29
aInnY-LHm,-0.85
aInnY-LHm,-0.10
aInnY-LHm,-0.77
aInnY-LHm,0.84
aInnY-LHm,-1.56
aInnY-LHm,2.25
aInnY-LHm,-2.14
aInnY-LHm,3.26
aInnY-LHm,1.61
aInnY-LHm,5.63
aInnY-LHm,-2.69
aInnY-LHm,0.70
aInnY-LHm,-2.14
aInnY-LHm,1.47
aInnY-LHm,2.37
aInnY-LHm,-4.31
aInnY-LHm,-0.07
aInnY-LHm,0.23
aInnY-LHm,2.50
aInnY-LHm,2.28
aInnY-LHm,-5.42
aInnY-LHm,3.75
aInnY-LHm,2.58
aInnY-LHm,3.37
aInnY-LHm,1.77
aInnY-LHm,-0.45
aInnY-LHm,3.85
aInnY-LHm,-0.99
aInnY-LHm,-0.06
aInnY-LHm,-3.52
aInnY-LHm,1.85
aInnY-LHm,-0.77
aInnY-LHm,4.63
aInnY-LHm,-2.54
aInnY-LHm,1.13
aInnY-LHm,3.54
aInnY-LHm,2.81
aInnY-LHm,0.44
aInnY-LHm,6.88
aInnY-LHm,-0.79
aInnY-LHm,-4.29
aInnY-LHm,-2.37
aInnY-LHm,1.75
aInnY-LHm,2.86
aInnY-LHm,-1.20
aInnY-LHm,6.91
aInnY-LHm,0.28
aInnY-LHm,1.83
aInnY-LHm,-1.03
aInnY-LHm,-2.50
aInnY-LHm,0.55
aInnY-LHm,-1.95
aInnY-LHm,6.16
aInnY-LHm,-1.16
aInnY-LHm,4.03
aInnY-LHm,1.67
aInnY-LHm,1.74
aInnY-LHm,1.66
aInnY-LHm,-7.50
aInnY-LHm,-3.61
aInnY-LHm,3.42
aInnY-LHm,1.73
aInnY-LHm,-3.96
aInnY-LHm,-2.20
aInnY-LHm,2.34
aInnY-LHm,-1.43
aInnY-LHm,0.77
aInnY-LHm,-0.54
aInnY-LHm,-3.92
aInnY-LHm,-0.81
aInnY-LHm,2.60
aInnY-LHm,-0.18
aInnY-LHm,1.54
aInnY-LHm,-0.05
aInnY-LHm,2.75
aInnY-LHm,-0.37
aInnY-LHm,4.36
aInnY-LHm,-1.58
aInnY-LHm,3.21
aInnY-LHm,2.11
aInnY-LHm,-0.30
aInnY-LHm,2.92
aInnY-LHm,-4.60
aInnY-LHm,0.42
aInnY-LHm,-3.08
aInnY-LHm,2.13
aInnY-LHm,-0.25
aInnY-LHm,-5.03
aInnY-LHm,4.23
aInnY-LHm,-2.63
aInnY-LHm,-1.71
aInnY-LHm,6.00
aInnY-LHm,1.60
aInnY-LHm,-2.33
aInnY-LHm,0.28
aInnY-LHm,3.01
aInnY-LHm,3.07
aInnY-LHm,0.15
aInnY-LHm,0.46
aInnY-LHm,0.98
aInnY-LHm,1.36
aInnY-LHm,1.15
aInnY-LHm,5.11
aInnY-LHm,1.00
aInnY-LHm,-0.85
aInnY-LHm,-0.39
aInnY-LHm,0.51
aInnY-LHm,-2.41
aInnY-LHm,-0.15
aInnY-LHm,-2.02
aInnY-LHm,-3.32
aInnY-LHm,4.66
aInnY-LHm,0.24
aInnY-LHm,-2.75
aInnY-LHm,1.47
aInnY-LHm,4.25
aInnY-LHm,-0.53
aInnY-LHm,2.25
aInnY-LHm,-0.27
aInnY-LHm,-0.64
aInnY-LHm,0.95
aInnY-LHm,-2.18
aInnY-LHm,4.07
aInnY-LHm,1.77
aInnY-LHm,2.53
aInnY-LHm,2.66
aInnY-LHm,2.60
aInnY-LHm,5.68
aInnY-LHm,3.08
aInnY-LHm,2.02
aInnY-LHm,5.52
aInnY-LHm,1.32
aInnY-LHm,-1.65
aInnY-LHm,4.60
aInnY-LHm,2.41
aInnY-LHm,0.35
aInnY-LHm,-5.40
aInnY-LHm,-2.87
aInnY-LHm,1.95
aInnY-LHm,-4.63
aInnY-LHm,-1.44
aInnY-LHm,1.86
aInnY-LHm,-2.90
aInnY-LHm,-3.02
aInnY-LHm,2.48
aInnY-LHm,-2.14
aInnY-LHm,0.13
aInnY-LHm,0.25
aInnY-LHm,-0.59
aInnY-LHm,-0.29
aInnY-LHm,-3.21
aInnY-LHm,0.56
aInnY-LHm,-0.70
aInnY-LHm,2.72
aInnY-LHm,-3.90
aInnY-LHm,-0.95
aInnY-LHm,1.19
aInnY-LHm,0.29
aInnY-LHm,2.82
aInnY-LHm,3.60
aInnY-LHm,0.20
aInnY-LHm,-1.98
aInnY-LHm,1.99
aInnY-LHm,2.22
aInnY-LHm,-0.02
aInnY-LHm,-0.02
aInnY-LHm,0.92
aInnY-LHm,-3.04
aInnY-LHm,-4.43
aInnY-LHm,2.79
aInnY-LHm,1.82
aInnY-LHm,-0.48
aInnY-LHm,3.57
aInnY-LHm,3.81
aInnY-LHm,5.83
aInnY-LHm,5.45
aInnY-LHm,3.22
aInnY-LHm,1.23
aInnY-LHm,-0.51
aInnY-LHm,3.08
aInnY-LHm,-3.11
aInnY-LHm,-1.78
aInnY-LHm,0.70
aInnY-LHm,1.49
aInnY-LHm,0.68
aInnY-LHm,-2.10
aInnY-LHm,-4.84
aInnY-LHm,0.76
aInnY-LHm,2.84
aInnY-LHm,2.29
aInnY-LHm,0.37
aInnY-LHm,-1.18
aInnY-LHm,2.91
aInnY-LHm,4.39
aInnY-LHm,4.23
aInnY-LHm,0.23
aInnY-LHm,6.29
aInnY-LHm,-1.01
aInnY-LHm,-1.51
aInnY-LHm,0.40
aInnY-LHm,-3.74
aInnY-LHm,-3.02
aInnY-LHm,-1.79
aInnY-LHm,1.60
aInnY-LHm,-0.22
aInnY-LHm,0.94
aInnY-LHm,-1.69
aInnY-LHm,-2.54
aInnY-LHm,6.69
aInnY-LHm,0.60
aInnY-LHm,1.19
aInnY-LHm,3.32
aInnY-LHm,-3.14
aInnY-LHm,-2.93
aInnY-LHm,1.62
aInnY-LHm,-0.91
aInnY-LHm,-3.60
aInnY-LHm,2.82
aInnY-LHm,-0.56
aInnY-LHm,0.71
aInnY-LHm,1.18
aInnY-LHm,0.07
aInnY-LHm,2.37
aInnY-LHm,1.66
aInnY-LHm,-0.95
aInnY-LHm,0.83
aInnY-LHm,-0.37
aInnY-LHm,-2.01
aInnY-LHm,0.55
aInnY-LHm,-4.53
aInnY-LHm,0.84
aInnY-LHm,-0.92
aInnY-LHm,-0.42
aInnY-LHm,-1.32
aInnY-LHm,0.27
aInnY-LHm,4.86
aInnY-LHm,0.45
aInnY-LHm,1.49
aInnY-LHm,0.30
aInnY-LHm,-3.37
aInnY-LHm,-0.06
aInnY-LHm,3.82
aInnY-LHm,-2.54
aInnY-LHm,-2.47
aInnY-LHm,-3.19
aInnY-LHm,-0.28
aInnY-LHm,-1.69
aInnY-LHm,-1.61
aInnY-LHm,-1.51
aInnY-LHm,5.57
aInnY-LHm,-2.64
aInnY-LHm,3.66
aInnY-LHm,1.49
aInnY-LHm,6.48
aInnY-LHm,6.71
aInnY-LHm,-0.12
aInnY-LHm,2.61
aInnY-LHm,1.66
aInnY-LHm,-4.67
aInnY-LHm,1.49
aInnY-LHm,0.75
aInnY-LHm,0.40
aInnY-LHm,1.06
aInnY-LHm,-0.69
aInnY-LHm,3.94
aInnY-LHm,-3.67
aInnY-LHm,-6.86
aInnY-LHm,-1.04
aInnY-LHm,1.43
aInnY-LHm,0.18
aInnY-LHm,1.43
aInnY-LHm,1.37
aInnY-LHm,2.79
aInnY-LHm,-1.58
aInnY-LHm,-1.46
aInnY-LHm,3.46
aInnY-LHm,-0.89
aInnY-LHm,-3.44
aInnY-LHm,3.17
aInnY-LHm,2.33
aInnY-LHm,1.92
aInnY-LHm,-1.53
aInnY-LHm,2.49
aInnY-LHm,1.84
aInnY-LHm,0.80
aInnY-LHm,2.55
aInnY-LHm,-3.07
aInnY-LHm,2.03
aInnY-LHm,-0.97
aInnY-LHm,-0.43
aInnY-LHm,2.29
aInnY-LHm,-3.03
aInnY-LHm,-0.47
aInnY-LHm,2.13
aInnY-LHm,-0.39
aInnY-LHm,3.17
aInnY-LHm,0.44
aInnY-LHm,2.74
aInnY-LHm,-3.20
aInnY-LHm,-2.60
aInnY-LHm,-0.98
aInnY-LHm,1.12
aInnY-LHm,1.56
aInnY-LHm,-1.42
aInnY-LHm,1.46
aInnY-LHm,2.49
aInnY-LHm,1.53
aInnY-LHm,2.93
aInnY-LHm,3.88
aInnY-LHm,0.29
aInnY-LHm,-0.25
aInnY-LHm,-3.11
aInnY-LHm,-2.19
aInnY-LHm,-3.52
aInnY-LHm,-1.62
aInnY-LHm,0.14
aInnY-LHm,-3.83
aInnY-LHm,0.28
aInnY-LHm,-4.31
aInnY-LHm,-3.30
aInnY-LHm,0.87
aInnY-LHm,2.02
aInnY-LHm,-1.57
aInnY-LHm,0.45
aInnY-LHm,3.18
aInnY-LHm,1.60
aInnY-LHm,4.99
aInnY-LHm,-4.64
aInnY-LHm,1.10
aInnY-LHm,1.08
aInnY-LHm,-0.15
aInnY-LHm,0.47
aInnY-LHm,-5.14
aInnY-LHm,0.78
aInnY-LHm,0.16
aInnY-LHm,1.57
aInnY-LHm,0.48
aInnY-LHm,0.87
aInnY-LHm,0.11
aInnY-LHm,0.22
aInnY-LHm,-3.66
aInnY-LHm,2.49
aInnY-LHm,0.23
aInnY-LHm,-2.24
aInnY-LHm,2.13
aInnY-LHm,1.28
aInnY-LHm,2.73
aInnY-LHm,3.00
aInnY-LHm,1.21
aInnY-LHm,1.62
aInnY-LHm,1.39
aInnY-LHm,2.41
aInnY-LHm,2.56
aInnY-LHm,0.41
aInnY-LHm,-1.91
aInnY-LHm,-1.89
aInnY-LHm,2.31
aInnY-LHm,0.20
aInnY-LHm,-0.78
aInnY-LHm,2.53
aInnY-LHm,1.61
aInnY-LHm,0.73
aInnY-LHm,-0.19
aInnY-LHm,-0.99
aInnY-LHm,-0.06
aInnY-LHm,1.49
aInnY-LHm,1.71
aInnY-LHm,-1.74
aInnY-LHm,1.92
aInnY-LHm,1.08
aInnY-LHm,5.17
aInnY-LHm,6.33
aInnY-LHm,1.64
aInnY-LHm,3.92
aInnY-LHm,3.14
aInnY-LHm,0.26
aInnY-LHm,-2.19
aInnY-LHm,-0.61
aInnY-LHm,1.99
aInnY-LHm,-0.60
aInnY-LHm,-1.90
aInnY-LHm,3.34
aInnY-LHm,1.37
aInnY-LHm,-1.81
aInnY-LHm,3.88
aInnY-LHm,3.41
aInnY-LHm,-3.20
aInnY-LHm,2.89
aInnY-LHm,2.85
aInnY-LHm,1.90
aInnY-LHm,-2.43
aInnY-LHm,3.00
aInnY-LHm,1.87
aInnY-LHm,3.38
aInnY-LHm,3.38
aInnY-LHm,4.54
aInnY-LHm,2.25
aInnY-LHm,-1.87
aInnY-LHm,1.14
aInnY-LHm,-1.75
aInnY-LHm,0.97
aInnY-LHm,-0.25
aInnY-LHm,-1.01
aInnY-LHm,0.05
aInnY-LHm,2.86
aInnY-LHm,2.29
aInnY-LHm,-0.14
aInnY-LHm,0.49
aInnY-LHm,-2.24
aInnY-LHm,-0.10
aInnY-LHm,1.18
aInnY-LHm,0.39
aInnY-LHm,-2.61
aInnY-LHm,-2.92
aInnY-LHm,3.41
aInnY-LHm,-0.69
aInnY-LHm,-0.22
aInnY-LHm,0.12
aInnY-LHm,-0.87
aInnY-LHm,-1.40
aInnY-LHm,-2.62
aInnY-LHm,-0.96
aInnY-LHm,1.36
aInnY-LHm,-1.90
aInnY-LHm,1.40
aInnY-LHm,2.88
aInnY-LHm,-2.42
aInnY-LHm,-2.71
aInnY-LHm,-0.13
aInnY-LHm,2.01
aInnY-LHm,5.10
aInnY-LHm,2.24
aInnY-LHm,-4.20
aInnY-LHm,-0.21
aInnY-LHm,0.74
aInnY-LHm,2.06
aInnY-LHm,1.46
aInnY-LHm,2.11
aInnY-LHm,-1.33
aInnY-LHm,2.57
aInnY-LHm,-0.77
aInnY-LHm,-3.94
aInnY-LHm,4.38
aInnY-LHm,2.02
aInnY-LHm,4.06
aInnY-LHm,2.70
aInnY-LHm,0.53
aInnY-LHm,0.32
aInnY-LHm,-2.70
aInnY-LHm,5.64
aInnY-LHm,-2.05
aInnY-LHm,1.91
aInnY-LHm,-3.35
aInnY-LHm,1.28
aInnY-LHm,2.56
aInnY-LHm,-2.76
aInnY-LHm,0.11
aInnY-LHm,4.71
aInnY-LHm,1.01
aInnY-LHm,-0.78
aInnY-LHm,0.58
aInnY-LHm,-0.27
aInnY-LHm,1.26
aInnY-LHm,1.64
aInnY-LHm,-2.18
aInnY-LHm,4.26
aInnY-LHm,-6.31
aInnY-LHm,1.36
aInnY-LHm,-0.25
aInnY-LHm,0.02
aInnY-LHm,2.91
aInnY-LHm,1.10
aInnY-LHm,3.14
aInnY-LHm,1.84
aInnY-LHm,0.43
aInnY-LHm,3.81
aInnY-LHm,2.83
aInnY-LHm,4.48
aInnY-LHm,5.88
aInnY-LHm,-1.27
aInnY-LHm,1.74
aInnY-LHm,-1.58
aInnY-LHm,-1.08
aInnY-LHm,-3.16
aInnY-LHm,0.56
aInnY-LHm,3.20
aInnY-LHm,3.00
aInnY-LHm,1.03
aInnY-LHm,2.01
aInnY-LHm,-0.08
aInnY-LHm,-1.51
aInnY-LHm,-2.52
aInnY-LHm,1.11
aInnY-LHm,1.13
aInnY-LHm,2.04
aInnY-LHm,-0.64
aInnY-LHm,-3.13
aInnY-LHm,2.49
aInnY-LHm,4.05
aInnY-LHm,-0.09
aInnY-LHm,-0.55
aInnY-LHm,1.11
aInnY-LHm,4.43
aInnY-LHm,-3.11
aInnY-LHm,-4.24
aInnY-LHm,-3.01
aInnY-LHm,1.68
aInnY-LHm,-0.18
aInnY-LHm,4.19
aInnY-LHm,8.03
aInnY-LHm,1.56
aInnY-LHm,-1.64
aInnY-LHm,-0.38
aInnY-LHm,-0.02
aInnY-LHm,-4.33
aInnY-LHm,1.31
aInnY-LHm,-0.05
aInnY-LHm,-0.18
aInnY-LHm,0.64
aInnY-LHm,-1.84
aInnY-LHm,-0.96
aInnY-LHm,3.14
aInnY-LHm,2.49
aInnY-LHm,-0.38
aInnY-LHm,-1.92
aInnY-LHm,-2.11
aInnY-LHm,-3.82
aInnY-LHm,0.28
aInnY-LHm,-1.13
aInnY-LHm,-2.57
aInnY-LHm,0.11
aInnY-LHm,-4.01
aInnY-LHm,-3.87
aInnY-LHm,-1.46
aInnY-LHm,1.92
aInnY-LHm,-0.76
aInnY-LHm,-0.87
aInnY-LHm,1.67
aInnY-LHm,2.01
aInnY-LHm,1.23
aInnY-LHm,0.29
aInnY-LHm,-2.07
aInnY-LHm,2.05
aInnY-LHm,1.10
aInnY-LHm,-1.03
aInnY-LHm,1.77
aInnY-LHm,2.50
aInnY-LHm,1.63
aInnY-LHm,1.40
aInnY-LHm,-0.82
aInnY-LHm,6.26
aInnY-LHm,2.01
aInnY-LHm,-1.89
aInnY-LHm,-4.31
aInnY-LHm,0.86
aInnY-LHm,1.06
aInnY-LHm,-2.56
aInnY-LHm,-2.43
aInnY-LHm,0.94
aInnY-LHm,-4.35
aInnY-LHm,3.35
aInnY-LHm,-0.79
aInnY-LHm,2.66
aInnY-LHm,-1.13
aInnY-LHm,2.30
aInnY-LHm,3.65
aInnY-LHm,1.51
aInnY-LHm,-1.90
aInnY-LHm,2.72
aInnY-LHm,-1.61
aInnY-LHm,-3.24
aInnY-LHm,0.14
aInnY-LHm,-2.34
aInnY-LHm,3.61
aInnY-LHm,-3.21
aInnY-LHm,-0.81
aInnY-LHm,-0.86
aInnY-LHm,1.78
aInnY-LHm,2.36
aInnY-LHm,-0.86
aInnY-LHm,0.23
aInnY-LHm,6.22
aInnY-LHm,0.28
aInnY-LHm,0.21
aInnY-LHm,2.76
aInnY-LHm,-0.68
aInnY-LHm,0.59
aInnY-LHm,2.90
aInnY-LHm,-0.36
aInnY-LHm,4.85
aInnY-LHm,-1.25
aInnY-LHm,0.29
aInnY-LHm,2.25
aInnY-LHm,0.56
aInnY-LHm,2.21
aInnY-LHm,4.39
aInnY-LHm,2.02
aInnY-LHm,0.65
aInnY-LHm,-0.24
aInnY-LHm,0.09
aInnY-LHm,-1.60
aInnY-LHm,1.09
aInnY-LHm,-3.23
aInnY-LHm,-1.29
aInnY-LHm,-6.59
aInnY-LHm,5.21
aInnY-LHm,-3.05
aInnY-LHm,4.56
aInnY-LHm,1.65
aInnY-LHm,4.58
aInnY-LHm,0.94
aInnY-LHm,8.09
aInnY-LHm,-3.79
aInnY-LHm,0.97
aInnY-LHm,5.38
aInnY-LHm,6.99
aInnY-LHm,0.55
aInnY-LHm,3.89
aInnY-LHm,2.28
aInnY-LHm,4.90
aInnY-LHm,-2.57
aInnY-LHm,2.61
aInnY-LHm,1.38
aInnY-LHm,0.03
aInnY-LHm,-1.22
aInnY-LHm,0.07
aInnY-LHm,4.94
aInnY-LHm,1.09
aInnY-LHm,2.84
aInnY-LHm,1.58
aInnY-LHm,1.37
aInnY-LHm,1.98
aInnY-LHm,-1.51
aInnY-LHm,2.17
aInnY-LHm,1.48
aInnY-LHm,-1.00
aInnY-LHm,-0.90
aInnY-LHm,1.33
aInnY-LHm,4.17
aInnY-LHm,2.14
aInnY-LHm,-0.40
aInnY-LHm,0.41
aInnY-LHm,-2.75
aInnY-LHm,-0.79
aInnY-LHm,-1.30
aInnY-LHm,2.11
aInnY-LHm,5.04
aInnY-LHm,-1.31
aInnY-LHm,1.50
aInnY-LHm,-0.81
aInnY-LHm,-0.14
aInnY-LHm,-0.57
aInnY-LHm,-1.42
aInnY-LHm,0.96
aInnY-LHm,-2.35
aInnY-LHm,3.30
aInnY-LHm,-0.30
aInnY-LHm,4.00
aInnY-LHm,5.21
aInnY-LHm,-0.08
aInnY-LHm,-0.12
aInnY-LHm,0.82
aInnY-LHm,6.42
aInnY-LHm,2.50
aInnY-LHm,4.00
aInnY-LHm,4.27
aInnY-LHm,0.03
aInnY-LHm,1.07
aInnY-LHm,-0.35
aInnY-LHm,-0.83
aInnY-LHm,-0.81
aInnY-LHm,4.67
aInnY-LHm,-1.50
aInnY-LHm,-2.36
aInnY-LHm,3.39
aInnY-LHm,-0.53
aInnY-LHm,-1.18
aInnY-LHm,5.16
aInnY-LHm,1.13
aInnY-LHm,-2.19
aInnY-LHm,1.15
aInnY-LHm,0.83
aInnY-LHm,5.70
aInnY-LHm,-2.53
aInnY-LHm,-5.31
aInnY-LHm,6.67
aInnY-LHm,1.47
aInnY-LHm,2.05
aInnY-LHm,0.00
aInnY-LHm,-0.02
aInnY-LHm,-0.08
aInnY-LHm,-5.01
aInnY-LHm,6.65
aInnY-LHm,0.74
aInnY-LHm,1.22
aInnY-LHm,-1.39
aInnY-LHm,4.28
aInnY-LHm,0.43
aInnY-LHm,-3.09
aInnY-LHm,5.05
aInnY-LHm,2.57
aInnY-LHm,6.59
aInnY-LHm,1.18
aInnY-LHm,-2.22
aInnY-LHm,-1.21
aInnY-LHm,1.48
aInnY-LHm,-1.88
aInnY-LHm,5.34
aInnY-LHm,1.59
aInnY-LHm,0.72
aInnY-LHm,-3.83
aInnY-LHm,1.86
aInnY-LHm,-1.42
aInnY-LHm,4.17
aInnY-LHm,-4.17
aInnY-LHm,3.19
aInnY-LHm,0.68
aInnY-LHm,1.83
aInnY-LHm,0.13
aInnY-LHm,0.63
aInnY-LHm,-2.60
aInnY-LHm,2.12
aInnY-LHm,2.61
aInnY-LHm,1.27
aInnY-LHm,-2.56
aInnY-LHm,1.13
aInnY-LHm,-1.58
aInnY-LHm,-2.05
aInnY-LHm,0.47
aInnY-LHm,1.16
aInnY-LHm,1.98
aInnY-LHm,3.33
aInnY-LHm,1.45
aInnY-LHm,0.52
aInnY-LHm,2.59
aInnY-LHm,0.06
aInnY-LHm,0.35
aInnY-LHm,4.05
aInnY-LHm,1.29
aInnY-LHm,1.44
aInnY-LHm,-0.20
aInnY-LHm,1.06
aInnY-LHm,1.78
aInnY-LHm,3.46
aInnY-LHm,3.20
aInnY-LHm,-0.51
aInnY-LHm,-0.86
aInnY-LHm,0.44
aInnY-LHm,2.91
aInnY-LHm,2.00
aInnY-LHm,2.76
aInnY-LHm,-4.71
aInnY-LHm,-0.05
aInnY-LHm,1.69
aInnY-LHm,4.80
aInnY-LHm,-2.62
aInnY-LHm,8.88
aInnY-LHm,-3.05
aInnY-LHm,2.03
aInnY-LHm,1.69
aInnY-LHm,2.38
aInnY-LHm,4.62
aInnY-LHm,-0.43
aInnY-LHm,-5.93
aInnY-LHm,3.37
aInnY-LHm,2.35
aInnY-LHm,-0.03
aInnY-LHm,-1.78
aInnY-LHm,-3.37
aInnY-LHm,3.41
aInnY-LHm,0.23
aInnY-LHm,-1.62
aInnY-LHm,-0.16
aInnY-LHm,2.21
aInnY-LHm,-2.30
aInnY-LHm,3.25
aInnY-LHm,3.00
aInnY-LHm,-1.31
aInnY-LHm,-1.03
aInnY-LHm,0.10
aInnY-LHm,0.84
aInnY-LHm,2.25
aInnY-LHm,-0.96
aInnY-LHm,1.86
aInnY-LHm,0.08
aInnY-LHm,5.07
aInnY-LHm,-2.37
aInnY-LHm,2.78
aInnY-LHm,1.94
aInnY-LHm,2.76
aInnY-LHm,-1.28
aInnY-LHm,0.89
aInnY-LHm,5.39
aInnY-LHm,7.30
aInnY-LHm,-2.94
aInnY-LHm,-1.37
aInnY-LHm,-1.87
aInnY-LHm,0.12
aInnY-LHm,0.26
aInnY-LHm,0.67
aInnY-LHm,2.94
aInnY-LHm,1.27
aInnY-LHm,1.56
aInnY-LHm,2.26
aInnY-LHm,-2.28
aInnY-LHm,0.32
aInnY-LHm,1.04
aInnY-LHm,-0.33
aInnY-LHm,3.50
aInnY-LHm,-3.70
aInnY-LHm,-4.25
aInnY-LHm,6.09
aInnY-LHm,0.94
aInnY-LHm,0.25
aInnY-LHm,2.63
aInnY-LHm,-1.58
aInnY-LHm,-0.40
aInnY-LHm,-3.76
aInnY-LHm,3.22
aInnY-LHm,1.92
aInnY-LHm,2.41
aInnY-LHm,-0.83
aInnY-LHm,-1.71
aInnY-LHm,2.11
aInnY-LHm,-0.83
aInnY-LHm,-4.46
aInnY-LHm,3.19
aInnY-LHm,4.69
aInnY-LHm,0.46
aInnY-LHm,-2.63
aInnY-LHm,-1.74
aInnY-LHm,-0.04
aInnY-LHm,-1.05
aInnY-LHm,-0.80
aInnY-LHm,1.26
aInnY-LHm,0.70
aInnY-LHm,1.74
aInnY-LHm,2.42
aInnY-LHm,3.13
aInnY-LHm,0.74
aInnY-LHm,0.22
aInnY-LHm,-0.77
aInnY-LHm,-0.73
aInnY-LHm,-2.82
aInnY-LHm,1.29
aInnY-LHm,1.31
aInnY-LHm,0.75
aInnY-LHm,-1.41
aInnY-LHm,1.17
aInnY-LHm,-2.09
aInnY-LHm,-2.29
aInnY-LHm,1.93
aInnY-LHm,1.93
aInnY-LHm,3.24
aInnY-LHm,-1.49
aInnY-LHm,3.63
aInnY-LHm,2.94
aInnY-LHm,-1.18
aInnY-LHm,2.94
aInnY-LHm,-2.97
aInnY-LHm,0.50
aInnY-LHm,7.59
aInnY-LHm,-1.58
aInnY-LHm,-3.26
aInnY-LHm,3.03
aInnY-LHm,-0.64
aInnY-LHm,-2.95
aInnY-LHm,-7.89
aInnY-LHm,0.63
aInnY-LHm,3.05
aInnY-LHm,-1.09
aInnY-LHm,-0.77
aInnY-LHm,-4.96
aInnY-LHm,2.95
aInnY-LHm,0.35
aInnY-LHm,-0.67
aInnY-LHm,2.79
aInnY-LHm,-2.30
aInnY-LHm,-3.47
aInnY-LHm,1.53
aInnY-LHm,2.64
aInnY-LHm,5.24
aInnY-LHm,-1.73
aInnY-LHm,3.07
aInnY-LHm,-0.33
aInnY-LHm,3.30
aInnY-LHm,1.72
aInnY-LHm,-3.09
aInnY-LHm,1.39
aInnY-LHm,0.75
aInnY-LHm,1.66
aInnY-LHm,0.69
aInnY-LHm,-0.33
aInnY-LHm,-0.44
aInnY-LHm,2.99
aInnY-LHm,-3.18
aInnY-LHm,2.22
aInnY-LHm,3.34
aInnY-LHm,-3.11
aInnY-LHm,2.68
aInnY-LHm,0.52
aInnY-LHm,-2.37
aInnY-LHm,2.06
aInnY-LHm,4.10
aInnY-LHm,2.39
aInnY-LHm,5.40
aInnY-LHm,3.32
aInnY-LHm,2.64
aInnY-LHm,-0.04
aInnY-LHm,2.92
aInnY-LHm,-1.52
aInnY-LHm,-0.56
aInnY-LHm,-0.94
aInnY-LHm,1.00
aInnY-LHm,-1.03
aInnY-LHm,1.98
aInnY-LHm,0.81
aInnY-LHm,0.63
aInnY-LHm,0.11
aInnY-LHm,0.44
aInnY-LHm,-1.01
aInnY-LHm,1.56
aInnY-LHm,2.62
aInnY-LHm,3.43
aInnY-LHm,1.79
aInnY-LHm,-0.48
aInnY-LHm,0.93
aInnY-LHm,1.10
aInnY-LHm,0.77
aInnY-LHm,1.79
aInnY-LHm,-0.54
aInnY-LHm,2.29
aInnY-LHm,5.06
aInnY-LHm,0.57
aInnY-LHm,1.93
aInnY-LHm,-0.19
aInnY-LHm,-0.68
aInnY-LHm,2.04
aInnY-LHm,1.96
aInnY-LHm,2.41
aInnY-LHm,-0.52
aInnY-LHm,-4.90
aInnY-LHm,1.57
aInnY-LHm,1.89
aInnY-LHm,4.45
aInnY-LHm,-0.70
aInnY-LHm,-1.39
aInnY-LHm,4.39
aInnY-LHm,0.50
aInnY-LHm,0.96
aInnY-LHm,-2.88
aInnY-LHm,0.98
aInnY-LHm,2.16
aInnY-LHm,6.19
aInnY-LHm,-1.54
aInnY-LHm,4.56
aInnY-LHm,0.91
aInnY-LHm,3.57
aInnY-LHm,3.82
aInnY-LHm,-0.16
aInnY-LHm,0.91
aInnY-LHm,0.47
aInnY-LHm,3.93
aInnY-LHm,4.10
aInnY-LHm,-0.06
aInnY-LHm,-5.58
aInnY-LHm,4.10
aInnY-LHm,-0.13
aInnY-LHm,1.41
aInnY-LHm,0.50
aInnY-LHm,-4.96
aInnY-LHm,0.88
aInnY-LHm,-0.02
aInnY-LHm,-2.96
aInnY-LHm,-1.75
aInnY-LHm,2.95
aInnY-LHm,0.49
aInnY-LHm,-0.11
aInnY-LHm,-3.44
aInnY-LHm,-2.20
aInnY-LHm,0.19
aInnY-LHm,-0.89
aInnY-LHm,1.98
aInnY-LHm,2.28
aInnY-LHm,2.32
aInnY-LHm,0.31
aInnY-LHm,-1.57
aInnY-LHm,-1.53
aInnY-LHm,1.14
aInnY-LHm,1.19
aInnY-LHm,1.30
aInnY-LHm,-0.40
aInnY-LHm,-2.86
aInnY-LHm,2.49
aInnY-LHm,3.20
aInnY-LHm,2.14
